participant_pair_ID,gender_D,gender_P,age_D,age_P,block,trial_number,condition_ID,location_ID,zebra,TTA,ped_crossed_first
1,F,M,42,22,1,1,9,L1,1,5,1
1,F,M,42,22,1,2,5,L1,1,4,1
1,F,M,42,22,1,3,17,L1,1,7,1
1,F,M,42,22,1,4,18,L3,1,7,1
1,F,M,42,22,1,5,10,L3,1,5,1
1,F,M,42,22,1,6,16,L4,0,6,0
1,F,M,42,22,1,7,3,L2,0,3,0
1,F,M,42,22,1,8,12,L4,0,5,1
1,F,M,42,22,1,9,11,L2,0,5,1
1,F,M,42,22,1,10,8,L4,0,4,0
1,F,M,42,22,1,11,14,L3,1,6,1
1,F,M,42,22,1,12,4,L4,0,3,0
1,F,M,42,22,1,13,7,L2,0,4,0
1,F,M,42,22,1,14,6,L3,1,4,1
1,F,M,42,22,1,15,20,L4,0,7,1
1,F,M,42,22,1,16,19,L2,0,7,1
1,F,M,42,22,1,17,13,L1,1,6,1
1,F,M,42,22,1,18,1,L1,1,3,0
1,F,M,42,22,1,19,15,L2,0,6,1
1,F,M,42,22,1,20,2,L3,1,3,0
1,F,M,42,22,2,1,1,L1,1,3,0
1,F,M,42,22,2,2,2,L3,1,3,0
1,F,M,42,22,2,3,17,L1,1,7,1
1,F,M,42,22,2,4,10,L3,1,5,1
1,F,M,42,22,2,5,3,L2,0,3,0
1,F,M,42,22,2,6,15,L2,0,6,1
1,F,M,42,22,2,7,18,L3,1,7,1
1,F,M,42,22,2,8,14,L3,1,6,1
1,F,M,42,22,2,9,19,L2,0,7,1
1,F,M,42,22,2,10,4,L4,0,3,0
1,F,M,42,22,2,11,12,L4,0,5,1
1,F,M,42,22,2,12,13,L1,1,6,1
1,F,M,42,22,2,13,11,L2,0,5,1
1,F,M,42,22,2,14,6,L3,1,4,1
1,F,M,42,22,2,15,7,L2,0,4,0
1,F,M,42,22,2,16,9,L1,1,5,1
1,F,M,42,22,2,17,8,L4,0,4,0
1,F,M,42,22,2,18,5,L1,1,4,1
1,F,M,42,22,2,19,20,L4,0,7,1
1,F,M,42,22,2,20,16,L4,0,6,1
2,M,F,22,21,1,1,12,L4,0,5,1
2,M,F,22,21,1,2,18,L3,1,7,1
2,M,F,22,21,1,3,17,L1,1,7,1
2,M,F,22,21,1,4,5,L1,1,4,0
2,M,F,22,21,1,5,14,L3,1,6,1
2,M,F,22,21,1,6,3,L2,0,3,0
2,M,F,22,21,1,7,4,L4,0,3,0
2,M,F,22,21,1,8,10,L3,1,5,1
2,M,F,22,21,1,9,16,L4,0,6,1
2,M,F,22,21,1,10,20,L4,0,7,1
2,M,F,22,21,1,11,19,L2,0,7,1
2,M,F,22,21,1,12,8,L4,0,4,0
2,M,F,22,21,1,13,13,L1,1,6,1
2,M,F,22,21,1,14,1,L1,1,3,0
2,M,F,22,21,1,15,7,L2,0,4,0
2,M,F,22,21,1,16,6,L3,1,4,1
2,M,F,22,21,1,17,11,L2,0,5,1
2,M,F,22,21,1,18,15,L2,0,6,1
2,M,F,22,21,1,19,9,L1,1,5,1
2,M,F,22,21,1,20,2,L3,1,3,0
2,M,F,22,21,2,1,13,L1,1,6,1
2,M,F,22,21,2,2,3,L2,0,3,0
2,M,F,22,21,2,3,12,L4,0,5,1
2,M,F,22,21,2,4,17,L1,1,7,1
2,M,F,22,21,2,5,9,L1,1,5,1
2,M,F,22,21,2,6,6,L3,1,4,1
2,M,F,22,21,2,7,16,L4,0,6,1
2,M,F,22,21,2,8,15,L2,0,6,1
2,M,F,22,21,2,9,14,L3,1,6,1
2,M,F,22,21,2,10,10,L3,1,5,1
2,M,F,22,21,2,11,2,L3,1,3,0
2,M,F,22,21,2,12,20,L4,0,7,1
2,M,F,22,21,2,13,8,L4,0,4,0
2,M,F,22,21,2,14,18,L3,1,7,1
2,M,F,22,21,2,15,5,L1,1,4,0
2,M,F,22,21,2,16,19,L2,0,7,1
2,M,F,22,21,2,17,11,L2,0,5,1
2,M,F,22,21,2,18,4,L4,0,3,0
2,M,F,22,21,2,19,7,L2,0,4,0
2,M,F,22,21,2,20,1,L1,1,3,0
3,M,M,38,28,1,1,15,L2,0,6,1
3,M,M,38,28,1,2,3,L2,0,3,0
3,M,M,38,28,1,3,17,L1,1,7,1
3,M,M,38,28,1,4,20,L4,0,7,1
3,M,M,38,28,1,5,12,L4,0,5,0
3,M,M,38,28,1,6,10,L3,1,5,1
3,M,M,38,28,1,7,8,L4,0,4,0
3,M,M,38,28,1,8,16,L4,0,6,1
3,M,M,38,28,1,9,5,L1,1,4,1
3,M,M,38,28,1,10,11,L2,0,5,1
3,M,M,38,28,1,11,4,L4,0,3,0
3,M,M,38,28,1,12,2,L3,1,3,0
3,M,M,38,28,1,13,9,L1,1,5,1
3,M,M,38,28,1,14,13,L1,1,6,1
3,M,M,38,28,1,15,7,L2,0,4,0
3,M,M,38,28,1,16,19,L2,0,7,1
3,M,M,38,28,1,17,18,L3,1,7,1
3,M,M,38,28,1,18,1,L1,1,3,0
3,M,M,38,28,1,19,6,L3,1,4,0
3,M,M,38,28,1,20,14,L3,1,6,1
3,M,M,38,28,2,1,2,L3,1,3,0
3,M,M,38,28,2,2,4,L4,0,3,0
3,M,M,38,28,2,3,15,L2,0,6,1
3,M,M,38,28,2,4,17,L1,1,7,1
3,M,M,38,28,2,5,8,L4,0,4,0
3,M,M,38,28,2,6,10,L3,1,5,1
3,M,M,38,28,2,7,12,L4,0,5,1
3,M,M,38,28,2,8,1,L1,1,3,0
3,M,M,38,28,2,9,9,L1,1,5,1
3,M,M,38,28,2,10,5,L1,1,4,1
3,M,M,38,28,2,11,16,L4,0,6,1
3,M,M,38,28,2,12,7,L2,0,4,1
3,M,M,38,28,2,13,6,L3,1,4,1
3,M,M,38,28,2,14,19,L2,0,7,1
3,M,M,38,28,2,15,14,L3,1,6,1
3,M,M,38,28,2,16,13,L1,1,6,1
3,M,M,38,28,2,17,20,L4,0,7,1
3,M,M,38,28,2,18,18,L3,1,7,1
3,M,M,38,28,2,19,11,L2,0,5,1
3,M,M,38,28,2,20,3,L2,0,3,0
4,M,F,22,25,1,1,11,L2,0,5,0
4,M,F,22,25,1,2,1,L1,1,3,1
4,M,F,22,25,1,3,9,L1,1,5,1
4,M,F,22,25,1,4,19,L2,0,7,0
4,M,F,22,25,1,5,13,L1,1,6,1
4,M,F,22,25,1,6,20,L4,0,7,0
4,M,F,22,25,1,7,14,L3,1,6,1
4,M,F,22,25,1,8,5,L1,1,4,1
4,M,F,22,25,1,9,10,L3,1,5,1
4,M,F,22,25,1,10,12,L4,0,5,0
4,M,F,22,25,1,11,15,L2,0,6,0
4,M,F,22,25,1,12,6,L3,1,4,1
4,M,F,22,25,1,13,4,L4,0,3,0
4,M,F,22,25,1,14,18,L3,1,7,1
4,M,F,22,25,1,15,16,L4,0,6,0
4,M,F,22,25,1,16,3,L2,0,3,0
4,M,F,22,25,1,17,2,L3,1,3,1
4,M,F,22,25,1,18,8,L4,0,4,0
4,M,F,22,25,1,19,17,L1,1,7,1
4,M,F,22,25,1,20,7,L2,0,4,0
4,M,F,22,25,2,1,18,L3,1,7,1
4,M,F,22,25,2,2,12,L4,0,5,0
4,M,F,22,25,2,3,4,L4,0,3,0
4,M,F,22,25,2,4,19,L2,0,7,0
4,M,F,22,25,2,5,6,L3,1,4,1
4,M,F,22,25,2,6,14,L3,1,6,1
4,M,F,22,25,2,7,15,L2,0,6,0
4,M,F,22,25,2,8,2,L3,1,3,1
4,M,F,22,25,2,9,16,L4,0,6,0
4,M,F,22,25,2,10,1,L1,1,3,1
4,M,F,22,25,2,11,17,L1,1,7,1
4,M,F,22,25,2,12,10,L3,1,5,1
4,M,F,22,25,2,13,7,L2,0,4,0
4,M,F,22,25,2,14,3,L2,0,3,0
4,M,F,22,25,2,15,5,L1,1,4,1
4,M,F,22,25,2,16,13,L1,1,6,1
4,M,F,22,25,2,17,8,L4,0,4,0
4,M,F,22,25,2,18,20,L4,0,7,0
4,M,F,22,25,2,19,9,L1,1,5,1
4,M,F,22,25,2,20,11,L2,0,5,0
5,M,F,48,26,1,1,7,L2,0,4,0
5,M,F,48,26,1,2,1,L1,1,3,1
5,M,F,48,26,1,3,19,L2,0,7,1
5,M,F,48,26,1,4,2,L3,1,3,1
5,M,F,48,26,1,5,3,L2,0,3,0
5,M,F,48,26,1,6,5,L1,1,4,1
5,M,F,48,26,1,7,13,L1,1,6,1
5,M,F,48,26,1,8,11,L2,0,5,1
5,M,F,48,26,1,9,17,L1,1,7,1
5,M,F,48,26,1,10,14,L3,1,6,1
5,M,F,48,26,1,11,9,L1,1,5,1
5,M,F,48,26,1,12,12,L4,0,5,1
5,M,F,48,26,1,13,6,L3,1,4,1
5,M,F,48,26,1,14,16,L4,0,6,1
5,M,F,48,26,1,15,15,L2,0,6,1
5,M,F,48,26,1,16,4,L4,0,3,0
5,M,F,48,26,1,17,10,L3,1,5,1
5,M,F,48,26,1,18,8,L4,0,4,0
5,M,F,48,26,1,19,18,L3,1,7,1
5,M,F,48,26,1,20,20,L4,0,7,1
5,M,F,48,26,2,1,8,L4,0,4,0
5,M,F,48,26,2,2,13,L1,1,6,1
5,M,F,48,26,2,3,12,L4,0,5,1
5,M,F,48,26,2,4,16,L4,0,6,1
5,M,F,48,26,2,5,1,L1,1,3,0
5,M,F,48,26,2,6,14,L3,1,6,1
5,M,F,48,26,2,7,17,L1,1,7,1
5,M,F,48,26,2,8,2,L3,1,3,0
5,M,F,48,26,2,9,19,L2,0,7,1
5,M,F,48,26,2,10,6,L3,1,4,1
5,M,F,48,26,2,11,3,L2,0,3,0
5,M,F,48,26,2,12,9,L1,1,5,1
5,M,F,48,26,2,13,18,L3,1,7,1
5,M,F,48,26,2,14,15,L2,0,6,1
5,M,F,48,26,2,15,11,L2,0,5,1
5,M,F,48,26,2,16,10,L3,1,5,1
5,M,F,48,26,2,17,4,L4,0,3,0
5,M,F,48,26,2,18,5,L1,1,4,1
5,M,F,48,26,2,19,7,L2,0,4,0
5,M,F,48,26,2,20,20,L4,0,7,1
6,M,M,40,21,1,1,1,L1,1,3,0
6,M,M,40,21,1,2,18,L3,1,7,1
6,M,M,40,21,1,3,5,L1,1,4,1
6,M,M,40,21,1,4,7,L2,0,4,0
6,M,M,40,21,1,5,12,L4,0,5,0
6,M,M,40,21,1,6,9,L1,1,5,1
6,M,M,40,21,1,7,2,L3,1,3,0
6,M,M,40,21,1,8,3,L2,0,3,0
6,M,M,40,21,1,9,17,L1,1,7,1
6,M,M,40,21,1,10,14,L3,1,6,1
6,M,M,40,21,1,11,20,L4,0,7,1
6,M,M,40,21,1,12,11,L2,0,5,0
6,M,M,40,21,1,13,4,L4,0,3,0
6,M,M,40,21,1,14,8,L4,0,4,0
6,M,M,40,21,1,15,6,L3,1,4,1
6,M,M,40,21,1,16,15,L2,0,6,1
6,M,M,40,21,1,17,10,L3,1,5,1
6,M,M,40,21,1,18,13,L1,1,6,1
6,M,M,40,21,1,19,16,L4,0,6,1
6,M,M,40,21,1,20,19,L2,0,7,1
6,M,M,40,21,2,1,12,L4,0,5,0
6,M,M,40,21,2,2,17,L1,1,7,1
6,M,M,40,21,2,3,14,L3,1,6,1
6,M,M,40,21,2,4,4,L4,0,3,0
6,M,M,40,21,2,5,19,L2,0,7,1
6,M,M,40,21,2,6,7,L2,0,4,0
6,M,M,40,21,2,7,20,L4,0,7,1
6,M,M,40,21,2,8,3,L2,0,3,0
6,M,M,40,21,2,9,15,L2,0,6,1
6,M,M,40,21,2,10,10,L3,1,5,1
6,M,M,40,21,2,11,13,L1,1,6,1
6,M,M,40,21,2,12,18,L3,1,7,1
6,M,M,40,21,2,13,9,L1,1,5,1
6,M,M,40,21,2,14,2,L3,1,3,0
6,M,M,40,21,2,15,6,L3,1,4,1
6,M,M,40,21,2,16,11,L2,0,5,0
6,M,M,40,21,2,17,16,L4,0,6,1
6,M,M,40,21,2,18,5,L1,1,4,1
6,M,M,40,21,2,19,8,L4,0,4,0
6,M,M,40,21,2,20,1,L1,1,3,1
7,M,F,28,23,1,1,11,L2,0,5,0
7,M,F,28,23,1,2,20,L4,0,7,1
7,M,F,28,23,1,3,3,L2,0,3,0
7,M,F,28,23,1,4,8,L4,0,4,0
7,M,F,28,23,1,5,18,L3,1,7,1
7,M,F,28,23,1,6,7,L2,0,4,0
7,M,F,28,23,1,7,1,L1,1,3,0
7,M,F,28,23,1,8,17,L1,1,7,1
7,M,F,28,23,1,9,10,L3,1,5,1
7,M,F,28,23,1,10,12,L4,0,5,1
7,M,F,28,23,1,11,14,L3,1,6,1
7,M,F,28,23,1,12,19,L2,0,7,1
7,M,F,28,23,1,13,9,L1,1,5,1
7,M,F,28,23,1,14,2,L3,1,3,1
7,M,F,28,23,1,15,6,L3,1,4,1
7,M,F,28,23,1,16,13,L1,1,6,1
7,M,F,28,23,1,17,4,L4,0,3,0
7,M,F,28,23,1,18,16,L4,0,6,1
7,M,F,28,23,1,19,5,L1,1,4,0
7,M,F,28,23,1,20,15,L2,0,6,1
7,M,F,28,23,2,1,9,L1,1,5,1
7,M,F,28,23,2,2,19,L2,0,7,1
7,M,F,28,23,2,3,5,L1,1,4,1
7,M,F,28,23,2,4,12,L4,0,5,1
7,M,F,28,23,2,5,13,L1,1,6,1
7,M,F,28,23,2,6,8,L4,0,4,0
7,M,F,28,23,2,7,10,L3,1,5,1
7,M,F,28,23,2,8,11,L2,0,5,0
7,M,F,28,23,2,9,6,L3,1,4,1
7,M,F,28,23,2,10,7,L2,0,4,0
7,M,F,28,23,2,11,15,L2,0,6,1
7,M,F,28,23,2,12,1,L1,1,3,1
7,M,F,28,23,2,13,3,L2,0,3,0
7,M,F,28,23,2,14,4,L4,0,3,0
7,M,F,28,23,2,15,18,L3,1,7,1
7,M,F,28,23,2,16,2,L3,1,3,1
7,M,F,28,23,2,17,16,L4,0,6,1
7,M,F,28,23,2,18,14,L3,1,6,1
7,M,F,28,23,2,19,20,L4,0,7,1
7,M,F,28,23,2,20,17,L1,1,7,1
8,M,F,47,32,1,1,12,L4,0,5,0
8,M,F,47,32,1,2,9,L1,1,5,1
8,M,F,47,32,1,3,1,L1,1,3,1
8,M,F,47,32,1,4,18,L3,1,7,1
8,M,F,47,32,1,5,19,L2,0,7,1
8,M,F,47,32,1,6,20,L4,0,7,0
8,M,F,47,32,1,7,6,L3,1,4,1
8,M,F,47,32,1,8,5,L1,1,4,1
8,M,F,47,32,1,9,2,L3,1,3,1
8,M,F,47,32,1,10,13,L1,1,6,1
8,M,F,47,32,1,11,16,L4,0,6,0
8,M,F,47,32,1,12,8,L4,0,4,0
8,M,F,47,32,1,13,10,L3,1,5,1
8,M,F,47,32,1,14,7,L2,0,4,0
8,M,F,47,32,1,15,11,L2,0,5,0
8,M,F,47,32,1,16,15,L2,0,6,0
8,M,F,47,32,1,17,4,L4,0,3,0
8,M,F,47,32,1,18,14,L3,1,6,1
8,M,F,47,32,1,19,17,L1,1,7,1
8,M,F,47,32,1,20,3,L2,0,3,0
8,M,F,47,32,2,1,5,L1,1,4,1
8,M,F,47,32,2,2,13,L1,1,6,1
8,M,F,47,32,2,3,6,L3,1,4,1
8,M,F,47,32,2,4,17,L1,1,7,1
8,M,F,47,32,2,5,18,L3,1,7,1
8,M,F,47,32,2,6,10,L3,1,5,1
8,M,F,47,32,2,7,2,L3,1,3,1
8,M,F,47,32,2,8,9,L1,1,5,1
8,M,F,47,32,2,9,14,L3,1,6,1
8,M,F,47,32,2,10,12,L4,0,5,0
8,M,F,47,32,2,11,1,L1,1,3,0
8,M,F,47,32,2,12,16,L4,0,6,0
8,M,F,47,32,2,13,20,L4,0,7,0
8,M,F,47,32,2,14,4,L4,0,3,0
8,M,F,47,32,2,15,7,L2,0,4,0
8,M,F,47,32,2,16,8,L4,0,4,0
8,M,F,47,32,2,17,3,L2,0,3,0
8,M,F,47,32,2,18,11,L2,0,5,0
8,M,F,47,32,2,19,15,L2,0,6,0
8,M,F,47,32,2,20,19,L2,0,7,0
9,M,F,22,20,1,1,2,L3,1,3,1
9,M,F,22,20,1,2,8,L4,0,4,0
9,M,F,22,20,1,3,12,L4,0,5,1
9,M,F,22,20,1,4,15,L2,0,6,1
9,M,F,22,20,1,5,17,L1,1,7,1
9,M,F,22,20,1,6,16,L4,0,6,1
9,M,F,22,20,1,7,7,L2,0,4,0
9,M,F,22,20,1,8,13,L1,1,6,1
9,M,F,22,20,1,9,3,L2,0,3,0
9,M,F,22,20,1,10,10,L3,1,5,1
9,M,F,22,20,1,11,19,L2,0,7,1
9,M,F,22,20,1,12,20,L4,0,7,1
9,M,F,22,20,1,13,14,L3,1,6,1
9,M,F,22,20,1,14,5,L1,1,4,1
9,M,F,22,20,1,15,9,L1,1,5,1
9,M,F,22,20,1,16,6,L3,1,4,1
9,M,F,22,20,1,17,4,L4,0,3,0
9,M,F,22,20,1,18,18,L3,1,7,1
9,M,F,22,20,1,19,1,L1,1,3,1
9,M,F,22,20,1,20,11,L2,0,5,0
9,M,F,22,20,2,1,17,L1,1,7,1
9,M,F,22,20,2,2,20,L4,0,7,1
9,M,F,22,20,2,3,4,L4,0,3,0
9,M,F,22,20,2,4,7,L2,0,4,0
9,M,F,22,20,2,5,3,L2,0,3,0
9,M,F,22,20,2,6,2,L3,1,3,1
